gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS05165	-1.35355910008282	0.547681005521382	-2.47143699788212	0.0134571260967777	0.176085225436138	285.474388900473	raw_counts / DESeq2 median-of-ratios	0.588	0.732	3.196	3.294	125.282	160.138	192.013	142.334	125.282	160.138	192.013	142.334
MM_RS09770	-1.61779949708834	0.662437799319879	-2.44219079700664	0.0145984290216708	0.189233841617359	362.436090895339	raw_counts / DESeq2 median-of-ratios	0.154	0.376	2.873	3.987	33.156	78.171	174.906	178.807	33.156	78.171	174.906	178.807
MM_RS06105	-1.94262041547886	0.799895143771183	-2.42859383583727	0.0151575021967918	0.193108014758513	247.12458413357	raw_counts / DESeq2 median-of-ratios	0.55	0.274	1.436	0.3	118.027	59.101	80.095	12.925	118.027	59.101	80.095	12.925
MM_RS07880	-1.29672606427114	0.534037073135024	-2.42815738738662	0.0151757560264441	0.193108014758513	283.829502010162	raw_counts / DESeq2 median-of-ratios	0.169	0.293	2.212	3.04	35.992	62.679	132.34	135.776	35.992	62.679	132.34	135.776
MM_RS10445	-1.93261305313537	0.803869595790002	-2.40413751590654	0.0162106739801467	0.197229866758451	340.871653589788	raw_counts / DESeq2 median-of-ratios	0.091	0.206	0.795	0.893	19.183	43.313	48.737	38.941	19.183	43.313	48.737	38.941
MM_RS09090	-1.533672203077	0.634920902111586	-2.41553270332792	0.0157122114516445	0.197229866758451	1313.97124958878	raw_counts / DESeq2 median-of-ratios	0.833	0.513	11.307	4.7	176.934	109.706	707.408	212.305	176.934	109.706	707.408	212.305
MM_RS04070	-1.52692959829781	0.634408158470606	-2.4068568127794	0.0160904771750925	0.197229866758451	1186.29976250325	raw_counts / DESeq2 median-of-ratios	4.555	1.805	17.818	4.854	982.796	378.355	1138.021	212.148	982.796	378.355	1138.021	212.148
MM_RS14590	-1.40838777944649	0.584439380864441	-2.40980985463942	0.0159608364818884	0.197229866758451	557.255790648036	raw_counts / DESeq2 median-of-ratios	0.212	0.217	4.917	3.392	45.107	45.757	301.107	155.429	45.107	45.757	301.107	155.429
MM_RS04890	-1.2525048909189	0.520576951279466	-2.40599374951294	0.0161285406621431	0.197229866758451	2526.95415989317	raw_counts / DESeq2 median-of-ratios	769.539	1124.888	4906.408	5401.056	164171.546	236706.567	299882.884	245516.006	164171.546	236706.567	299882.884	245516.006
MM_RS03455	-1.44060075936021	0.601265243220904	-2.39594883556396	0.0165774041544716	0.199920911704147	358.105071209475	raw_counts / DESeq2 median-of-ratios	0.26	0.252	7.261	4.891	55.232	53.568	440.605	220.618	55.232	53.568	440.605	220.618
MM_RS05765	1.39388423652137	0.583299717589056	2.38965354257788	0.0168642730132554	0.199920911704147	643.673854669219	raw_counts / DESeq2 median-of-ratios	2.637	0.327	9.613	4.436	558.998	69.471	539.475	200.701	558.998	69.471	539.475	200.701
MM_RS02575	1.18200365306005	0.494175121167972	2.39187203569943	0.0167626855913057	0.199920911704147	21517.9806813701	raw_counts / DESeq2 median-of-ratios	45.57	48.694	402.138	1529.489	9500.925	10364.676	22390.402	67437.314	9500.925	10364.676	22390.402	67437.314
MM_RS05215	-1.41698180325941	0.597755156263614	-2.37050536229002	0.0177637862560307	0.208799758789107	366.16960478098	raw_counts / DESeq2 median-of-ratios	0.234	0.116	7.348	2.711	49.514	25.038	438.419	119.506	49.514	25.038	438.419	119.506
MM_RS03280	-1.64707279480478	0.697634949778948	-2.36093790216025	0.0182287827232994	0.209063258351827	3153.85834139189	raw_counts / DESeq2 median-of-ratios	1.994	0.477	64.183	9.052	426.451	102.141	4194.06	408.857	426.451	102.141	4194.06	408.857
MM_RS06995	1.53666147099088	0.649637059935667	2.36541534613658	0.0180098601282546	0.209063258351827	587.146454436739	raw_counts / DESeq2 median-of-ratios	0.725	2.083	5.271	64.894	154.419	435.083	304.147	2869.141	154.419	435.083	304.147	2869.141
MM_RS15645	-1.27282894524455	0.539164693709118	-2.36074238557476	0.018238395285199	0.209063258351827	386.047118548823	raw_counts / DESeq2 median-of-ratios	176.205	193.822	477.831	460.241	37789.974	41912.486	28956.231	20684.347	37789.974	41912.486	28956.231	20684.347
MM_RS09390	-1.58272692683026	0.673469837648427	-2.35010810930556	0.0187679591137856	0.211635441388786	341.740893358195	raw_counts / DESeq2 median-of-ratios	4.146	2.229	148.553	52.037	870.388	475.304	8840.875	2333.487	870.388	475.304	8840.875	2333.487
MM_RS05750	-1.23935470797137	0.526890898185422	-2.35220367677565	0.0186625528436154	0.211635441388786	398.885802070341	raw_counts / DESeq2 median-of-ratios	0.376	0.504	2.514	2.874	80.535	108.469	150.321	129.741	80.535	108.469	150.321	129.741
MM_RS11240	-1.20704025745185	0.514713862868441	-2.34507042558588	0.0190234859425981	0.212786895180513	1497.77792698619	raw_counts / DESeq2 median-of-ratios	0.668	0.817	20.145	19.513	142.912	173.636	1180.507	874.421	142.912	173.636	1180.507	874.421
MM_RS06985	-1.35580947626469	0.58071412807068	-2.33472789919736	0.0195576398414266	0.215288999577813	321.602231171941	raw_counts / DESeq2 median-of-ratios	0.203	0.136	4.653	2.126	43.089	28.735	272.847	93.906	43.089	28.735	272.847	93.906
MM_RS03105	-1.29662303210618	0.556738423953943	-2.32896271627454	0.0198610409392378	0.215288999577813	449.995032637523	raw_counts / DESeq2 median-of-ratios	0.208	0.109	8.233	3.249	44.341	23.126	488.424	153.24	44.341	23.126	488.424	153.24
MM_RS10460	-1.23439585587615	0.530714892191557	-2.32591147156015	0.0200232739333366	0.215288999577813	698.565711001285	raw_counts / DESeq2 median-of-ratios	1.589	1.397	63.141	44.34	338.302	296.551	3815.766	2006.986	338.302	296.551	3815.766	2006.986
MM_RS11985	-1.20113940799427	0.515853417463235	-2.32845100435895	0.0198881680242788	0.215288999577813	426.863197901424	raw_counts / DESeq2 median-of-ratios	0.408	0.595	6.009	7.296	87.133	128.194	353.433	324.313	87.133	128.194	353.433	324.313
MM_RS05990	-1.15521952622759	0.495583904366006	-2.33102712991747	0.0197519291683418	0.215288999577813	630.561285699969	raw_counts / DESeq2 median-of-ratios	0.855	0.462	8.936	4.765	183.809	99.085	550.426	210.555	183.809	99.085	550.426	210.555
MM_RS00030	-1.42898622864196	0.615837911832495	-2.32039340415053	0.0203196053776472	0.21679455891382	578.299759639969	raw_counts / DESeq2 median-of-ratios	1.008	0.092	23.933	2.042	218.385	19.644	1471.093	90.557	218.385	19.644	1471.093	90.557
MM_RS04905	-1.47581399557151	0.640710189628809	-2.30340334750492	0.0212561595848312	0.220656093551977	295.307754245255	raw_counts / DESeq2 median-of-ratios	0.174	0.118	4.049	1.827	36.296	25.155	231.324	80.862	36.296	25.155	231.324	80.862
MM_RS00020	-1.35558727972546	0.58943859270911	-2.29979389964112	0.0214598992364884	0.220656093551977	484.759886617632	raw_counts / DESeq2 median-of-ratios	0.744	0.092	12.283	1.269	159.798	19.935	733.997	56.514	159.798	19.935	733.997	56.514
MM_RS16225	-1.3200654902171	0.574766972331006	-2.29669684196272	0.0216360697354498	0.220656093551977	1029.22949535786	raw_counts / DESeq2 median-of-ratios	0.163	0.512	3.347	7.465	34.692	111.827	188.749	315.608	34.692	111.827	188.749	315.608
MM_RS11755	-1.29656513289742	0.561264445038366	-2.31007886631548	0.0208837882351947	0.220656093551977	318.54254114841	raw_counts / DESeq2 median-of-ratios	1.972	1.025	32.264	12.22	421.307	215.403	1908.716	581.092	421.307	215.403	1908.716	581.092
MM_RS09530	-1.28047418782271	0.555142601964413	-2.30656804808648	0.021078912513799	0.220656093551977	210.465915317263	raw_counts / DESeq2 median-of-ratios	0.199	0.407	2.789	4.081	42.318	86.731	162.315	184.228	42.318	86.731	162.315	184.228
MM_RS06950	-1.18444950650751	0.515146341418309	-2.29924860428294	0.0214908264748452	0.220656093551977	942.105284657355	raw_counts / DESeq2 median-of-ratios	0.714	0.991	7.809	7.977	151.528	212.306	447.21	363.007	151.528	212.306	447.21	363.007
MM_RS04180	-1.56725549607228	0.686550232250088	-2.28279799853214	0.0224422699231384	0.223938333693474	5916.08781328204	raw_counts / DESeq2 median-of-ratios	2734.298	3688.148	6749.982	5335.211	588904.487	775527.693	388905.783	236556.219	588904.487	775527.693	388905.783	236556.219
MM_RS04075	-1.44033766170807	0.630885209833779	-2.28304236532595	0.0224278729680915	0.223938333693474	3072.38832564113	raw_counts / DESeq2 median-of-ratios	2.718	1.299	28.252	10.276	588.131	272.512	1831.861	447.439	588.131	272.512	1831.861	447.439
MM_RS00205	-1.20026300933617	0.524674577043973	-2.28763325278399	0.0221588877208086	0.223938333693474	1013.56949412459	raw_counts / DESeq2 median-of-ratios	0.283	0.196	4.798	2.214	60.138	40.956	278.869	101.019	60.138	40.956	278.869	101.019
MM_RS10550	-1.27746012299337	0.560949724226093	-2.27731660757264	0.0227673259063441	0.223959439943966	966.299742451883	raw_counts / DESeq2 median-of-ratios	0.374	0.265	6.657	3.534	79.44	55.95	400.521	156.894	79.44	55.95	400.521	156.894
MM_RS11825	-1.16387558079262	0.510644541458168	-2.27922847754158	0.0226534870986824	0.223959439943966	626.281276214643	raw_counts / DESeq2 median-of-ratios	0.555	0.314	26.189	10.15	116.676	66.72	1476.483	455.458	116.676	66.72	1476.483	455.458
MM_RS04895	1.96619256897177	0.870965715555835	2.25748560919758	0.0239777477097497	0.225420379952505	100704.348219171	raw_counts / DESeq2 median-of-ratios	2730.103	2015.963	677.011	7584.745	567691.255	439061.09	38087.053	299799.359	567691.255	439061.09	38087.053	299799.359
MM_RS07430	1.77179467419776	0.781288863450592	2.26778437154802	0.0233423524193372	0.225420379952505	754.893228454976	raw_counts / DESeq2 median-of-ratios	1.105	1.108	5.961	32.081	235.265	230.621	380.011	1415.055	235.265	230.621	380.011	1415.055
MM_RS12655	-1.59846724796281	0.704574628798334	-2.26869827925685	0.0232866803246801	0.225420379952505	241.816238114889	raw_counts / DESeq2 median-of-ratios	0.055	0.972	0.312	3.35	11.708	211.094	17.67	143.921	11.708	211.094	17.67	143.921
MM_RS00380	-1.37628594620895	0.61030494572078	-2.25507913029205	0.0241283623451907	0.225420379952505	569.972546479671	raw_counts / DESeq2 median-of-ratios	0.31	0.194	7.155	3.07	66.026	40.647	443.778	138.24	66.026	40.647	443.778	138.24
MM_RS03475	1.36897885312923	0.607467068598263	2.25358529522952	0.0242222692694093	0.225420379952505	567.762361630162	raw_counts / DESeq2 median-of-ratios	1.895	1.983	6.155	32.403	404.673	423.132	360.992	1540.277	404.673	423.132	360.992	1540.277
MM_RS11995	-1.25033365939702	0.552733567958156	-2.26209105413275	0.0236917782020536	0.225420379952505	450.205034070336	raw_counts / DESeq2 median-of-ratios	0.172	0.325	4.59	7.076	36.919	68.715	276.355	315.508	36.919	68.715	276.355	315.508
MM_RS15320	-1.24802486693066	0.55354342537181	-2.25461058649983	0.0241577823708562	0.225420379952505	1472.59381115693	raw_counts / DESeq2 median-of-ratios	690.923	906.236	1150.683	1235.723	146976.567	192952.656	69271.249	57898.031	146976.567	192952.656	69271.249	57898.031
MM_RS05760	-1.17819134697633	0.523382340338395	-2.25111024230311	0.0243785558708549	0.225420379952505	926.738493408159	raw_counts / DESeq2 median-of-ratios	1.654	0.207	22.02	2.316	352.329	44.461	1304.459	105.488	352.329	44.461	1304.459	105.488
MM_RS15745	-1.15567546591393	0.511531692745513	-2.25924509136696	0.0238681433698489	0.225420379952505	5010.95351604175	raw_counts / DESeq2 median-of-ratios	1.515	0.35	29.325	5.991	324.246	74.479	1819.325	273.535	324.246	74.479	1819.325	273.535
MM_RS12790	-1.27159947777315	0.565996283918496	-2.24665693733824	0.0246619603375193	0.226530721775756	732.175970559968	raw_counts / DESeq2 median-of-ratios	3.526	0.985	55.805	11.867	745.461	209.002	3322.963	532.229	745.461	209.002	3322.963	532.229
MM_RS05955	1.33057702039228	0.59445302637633	2.23832155166779	0.0252000936756087	0.229950854789929	300.094144553379	raw_counts / DESeq2 median-of-ratios	0.383	0.07	1.56	1.429	81.41	14.87	93.723	62.074	81.41	14.87	93.723	62.074
MM_RS01550	-1.44169521736308	0.645090427004546	-2.23487306121956	0.0254256835730957	0.230492961541724	365.888270082004	raw_counts / DESeq2 median-of-ratios	0.296	0.24	3.908	2.148	62.887	50.643	241.779	98.215	62.887	50.643	241.779	98.215
MM_RS06650	-1.45263697530595	0.6546907790875	-2.2188138609965	0.0264993906244796	0.238584616198775	3827.19112410156	raw_counts / DESeq2 median-of-ratios	1875.462	1328.171	731.132	391.82	391427.441	286551.523	42568.316	17728.784	391427.441	286551.523	42568.316	17728.784
MM_RS06435	-1.14556075267683	0.516850314349013	-2.21642653757441	0.0266623039010888	0.238584616198775	5702.78816690756	raw_counts / DESeq2 median-of-ratios	1.606	2.162	63.448	75.515	340.458	463.431	3803.347	3339.555	340.458	463.431	3803.347	3339.555
MM_RS09210	-1.34894686909162	0.615794986655623	-2.19057786815988	0.0284823541722443	0.253237341262198	617.245246996753	raw_counts / DESeq2 median-of-ratios	155.96	488.101	561.224	1152.33	33163.026	102324.306	33249.571	50729.119	33163.026	102324.306	33249.571	50729.119
MM_RS00760	-1.26478296582985	0.5791004154123	-2.18404776126669	0.0289587386660117	0.255832933310562	228.293357541571	raw_counts / DESeq2 median-of-ratios	0.183	0.219	8.433	7.457	38.82	46.665	493.165	334.657	38.82	46.665	493.165	334.657
MM_RS11000	-1.11341112362219	0.511905929764626	-2.17503072123843	0.0296278142962487	0.260087205246184	1245.92465293791	raw_counts / DESeq2 median-of-ratios	1.382	0.24	26.866	3.819	293.14	50.907	1586.379	172.197	293.14	50.907	1586.379	172.197
MM_RS11725	-1.19022546442304	0.550456234838767	-2.16225267168	0.0305987056154197	0.260552046237412	805.916853104487	raw_counts / DESeq2 median-of-ratios	3.232	1.219	101.366	25.742	689.499	254.587	5896.415	1180.975	689.499	254.587	5896.415	1180.975
MM_RS01025	-1.18427235866242	0.547773146345956	-2.1619759321215	0.0306200313891119	0.260552046237412	1238.2599850352	raw_counts / DESeq2 median-of-ratios	1.621	0.44	50.401	11.268	344.156	93.397	3048.861	511.894	344.156	93.397	3048.861	511.894
MM_RS03360	-1.15654621893885	0.533885364732658	-2.16628193117448	0.0302896495959569	0.260552046237412	297.079536487982	raw_counts / DESeq2 median-of-ratios	0.646	1.371	1.704	3.453	137.959	297.788	102.658	149.946	137.959	297.788	102.658	149.946
MM_RS12780	-1.09175629104292	0.503569225909684	-2.16803616041209	0.0301559353787556	0.260552046237412	675.217163427931	raw_counts / DESeq2 median-of-ratios	13.103	4.718	292.187	86.766	2778.558	1016.025	16817.628	3842.363	2778.558	1016.025	16817.628	3842.363
MM_RS03580	-1.06889276823083	0.49410764396704	-2.16327915846233	0.0305197150857997	0.260552046237412	795.017875867191	raw_counts / DESeq2 median-of-ratios	0.327	0.838	3.199	8.776	70.551	178.668	198.169	391.828	70.551	178.668	198.169	391.828
MM_RS04520	-1.1250162207848	0.521730347228637	-2.15631739031616	0.0310588902618192	0.261082913897838	430.949438590501	raw_counts / DESeq2 median-of-ratios	0.368	0.264	4.756	2.702	78.416	55.825	278.087	121.665	78.416	55.825	278.087	121.665
MM_RS06750	-1.08047142090361	0.500654594069313	-2.1581174600268	0.0309187005903148	0.261082913897838	942.842225166401	raw_counts / DESeq2 median-of-ratios	0.303	0.479	7.719	10.972	64.717	102.125	460.023	503.78	64.717	102.125	460.023	503.78
MM_RS04185	-1.39491464315483	0.650432618327688	-2.14459515689921	0.0319852298710041	0.26213496883431	435.343425242746	raw_counts / DESeq2 median-of-ratios	0.406	0.352	3.626	2.393	85.75	75.729	221.073	107.718	85.75	75.729	221.073	107.718
MM_RS09940	-1.34845420315317	0.627435724028841	-2.14915114251796	0.0316224207798333	0.26213496883431	235.861132605334	raw_counts / DESeq2 median-of-ratios	0.133	0.041	3.003	0.707	28.119	8.855	179.531	31.959	28.119	8.855	179.531	31.959
MM_RS04745	-1.22469802271328	0.572791992708751	-2.13812001267973	0.0325070040659707	0.26213496883431	1258.23929225267	raw_counts / DESeq2 median-of-ratios	0.485	0.702	7.893	9.943	103.476	151.204	490.837	444.537	103.476	151.204	490.837	444.537
MM_RS07275	-1.19067575397303	0.556732195172588	-2.1386867228038	0.0324610486300977	0.26213496883431	440.055234430373	raw_counts / DESeq2 median-of-ratios	0.578	0.586	2.661	2.316	122.394	125.53	157.65	100.825	122.394	125.53	157.65	100.825
MM_RS05040	-1.17691458562672	0.547667354838602	-2.14895880725548	0.0316376654511239	0.26213496883431	811.51032704353	raw_counts / DESeq2 median-of-ratios	0.477	0.202	9.507	3.333	101.399	42.729	570.89	147.204	101.399	42.729	570.89	147.204
MM_RS05490	-1.14737460984071	0.53556612378758	-2.14235844815269	0.032164648852581	0.26213496883431	267.586276616517	raw_counts / DESeq2 median-of-ratios	105.681	127.672	548.367	499.263	22363.01	27013.553	31831.569	22863.244	22363.01	27013.553	31831.569	22863.244
MM_RS04675	-1.13367843616492	0.52965549874633	-2.14040718702682	0.0323218742147871	0.26213496883431	2088.04719616635	raw_counts / DESeq2 median-of-ratios	0.318	1.73	6.431	29.94	67.591	366.738	387.498	1325.15	67.591	366.738	387.498	1325.15
MM_RS12275	-1.12893547332248	0.530626997358025	-2.12755000959885	0.0333744107580067	0.266247353299791	354.795233820654	raw_counts / DESeq2 median-of-ratios	0.428	0.461	9.695	8.283	91.005	97.254	573.071	378.84	91.005	97.254	573.071	378.84
MM_RS12900	-1.10267547367122	0.51892436537634	-2.12492522464527	0.0335928527955756	0.266247353299791	440.887331313872	raw_counts / DESeq2 median-of-ratios	0.543	0.24	5.518	2.324	115.963	51.833	326.662	101.176	115.963	51.833	326.662	101.176
MM_RS10450	-1.10263810981317	0.518698579454705	-2.12577815611592	0.0335217356784444	0.266247353299791	3293.42385087718	raw_counts / DESeq2 median-of-ratios	1331.962	1447.545	460.35	443.357	280726.855	311683.641	26432.228	18933.977	280726.855	311683.641	26432.228	18933.977
MM_RS03770	-1.81842768168783	0.859069125764088	-2.11674197937268	0.0342817519582497	0.270163579352797	2014.08015757144	raw_counts / DESeq2 median-of-ratios	0.021	8.34	1.631	456.529	4.678	1751.949	112.162	21194.624	4.678	1751.949	112.162	21194.624
MM_RS09070	-1.46078409149113	0.693196469296366	-2.10731611627207	0.0350901872920182	0.273427470640614	265.865946396223	raw_counts / DESeq2 median-of-ratios	0.138	0.081	2.421	0.958	29.249	17.14	147.251	42.218	29.249	17.14	147.251	42.218
MM_RS04235	-1.20191558276195	0.56975914752164	-2.10951520127424	0.0349001352972781	0.273427470640614	556.196884752177	raw_counts / DESeq2 median-of-ratios	7.614	4.298	289.895	128.551	1617.927	906.742	17552.677	5842.842	1617.927	906.742	17552.677	5842.842
MM_RS12195	-1.32660363755401	0.636264958049836	-2.08498616931549	0.0370705559910832	0.283038820150769	648.231955169568	raw_counts / DESeq2 median-of-ratios	1.754	7.649	19.054	67.712	377.441	1633.901	1244.494	2954.282	377.441	1633.901	1244.494	2954.282
MM_RS09695	-1.28635588225151	0.615870757245657	-2.08867829348555	0.0367366920996864	0.283038820150769	1765.52335442951	raw_counts / DESeq2 median-of-ratios	599.63	631.974	4156.025	4318.779	129461.07	133544.824	266197.099	209992.413	129461.07	133544.824	266197.099	209992.413
MM_RS04490	1.18970864123931	0.571430406645221	2.08198343561012	0.0373439827596184	0.283038820150769	356.390622965632	raw_counts / DESeq2 median-of-ratios	2.641	3.644	14.447	83.448	560.79	767.596	859.251	3979.699	560.79	767.596	859.251	3979.699
