gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus
MM_RS15325	0.214375397969198	0.434302205410544	0.621582472493392	0.788774940091467	520.176346339256	raw_counts / DESeq2 median-of-ratios	3.4	3.55	717.886	765.56	717.886	765.56
MM_RS13120	-0.310307176619231	0.631149804650154	0.622964129611299	0.78935200524675	149.565024583557	raw_counts / DESeq2 median-of-ratios	0.736	0.504	154.357	110.682	154.357	110.682
MM_RS11830	-0.283063089250423	0.575452636139106	0.622792572118722	0.78935200524675	66.6285889432289	raw_counts / DESeq2 median-of-ratios	0.211	0.162	44.408	34.732	44.408	34.732
MM_RS00555	-0.278928202919403	0.569119243374621	0.624059580074964	0.790321216080105	69.9204067411696	raw_counts / DESeq2 median-of-ratios	0.701	0.587	148.639	122.678	148.639	122.678
MM_RS10375	0.279384615520383	0.57217057784556	0.625345131761079	0.791402083825452	161.123863989626	raw_counts / DESeq2 median-of-ratios	0.61	0.632	131.463	136.67	131.463	136.67
MM_RS10180	-0.257793422059712	0.528303734137098	0.625575047440445	0.791402083825452	159.81870802946	raw_counts / DESeq2 median-of-ratios	0.553	0.455	118.523	95.479	118.523	95.479
MM_RS04405	-0.241342625298862	0.495569268944791	0.626257771357121	0.791846817194541	250.479706165139	raw_counts / DESeq2 median-of-ratios	1.84	1.496	395.094	315.295	395.094	315.295
MM_RS14125	0.328182340069251	0.677494484317494	0.628097816700927	0.793753636221943	34.3665717365861	raw_counts / DESeq2 median-of-ratios	0.047	0.054	9.874	11.687	9.874	11.687
MM_RS17355	0.308024235485875	0.637490547354951	0.628966205439926	0.794431165983552	35.2687869711666	raw_counts / DESeq2 median-of-ratios	0.051	0.061	10.783	12.878	10.783	12.878
MM_RS07145	-0.271825592228041	0.563187098746897	0.629340060380452	0.794483677069515	64.1031225600904	raw_counts / DESeq2 median-of-ratios	0.128	0.096	26.966	20.714	26.966	20.714
MM_RS15665	-0.215922053126913	0.448471795304125	0.630188298825566	0.795134682053789	135.94133674319	raw_counts / DESeq2 median-of-ratios	0.159	0.132	33.877	27.907	33.877	27.907
MM_RS19050	0.284254029401266	0.591183129161231	0.630642802665822	0.795271890298694	40.8110887771044	raw_counts / DESeq2 median-of-ratios	0.129	0.143	27.55	30.692	27.55	30.692
MM_RS17180	0.262631514194086	0.549004877887108	0.632381631506146	0.795271890298694	130.057843870735	raw_counts / DESeq2 median-of-ratios	0.32	0.399	67.81	83.06	67.81	83.06
MM_RS09330	-0.261500957489159	0.546406552737823	0.632235223120978	0.795271890298694	1391.31961904488	raw_counts / DESeq2 median-of-ratios	1.852	1.251	391.441	276.248	391.441	276.248
MM_RS03150	0.259865771119879	0.543723743622195	0.632694945913848	0.795271890298694	61.9585952570017	raw_counts / DESeq2 median-of-ratios	0.066	0.078	14.048	16.447	14.048	16.447
MM_RS06825	0.251357043971599	0.523650185909868	0.631220665008811	0.795271890298694	71.6992935436363	raw_counts / DESeq2 median-of-ratios	0.107	0.123	22.623	26.077	22.623	26.077
MM_RS07840	-0.21947645742497	0.459466760053174	0.632880498240747	0.795271890298694	478.443423536811	raw_counts / DESeq2 median-of-ratios	12.187	9.445	2617.771	2018.784	2617.771	2018.784
MM_RS06555	0.200553813757307	0.419948451176575	0.63295792858152	0.795271890298694	154.077286166835	raw_counts / DESeq2 median-of-ratios	0.22	0.235	46.91	50.191	46.91	50.191
MM_RS09490	0.193279631337708	0.402799966285989	0.631340999183801	0.795271890298694	237.981661290161	raw_counts / DESeq2 median-of-ratios	0.815	0.875	172.718	186.539	172.718	186.539
MM_RS07240	0.321849661553115	0.674703959275893	0.633345369297443	0.795340744742745	147.289396532657	raw_counts / DESeq2 median-of-ratios	0.419	0.517	90.729	108.007	90.729	108.007
MM_RS13445	0.232806826279787	0.488520753221313	0.633679298048908	0.79534236306296	93.6655505187144	raw_counts / DESeq2 median-of-ratios	0.088	0.101	18.682	21.355	18.682	21.355
MM_RS01570	0.244406907024822	0.514496235276812	0.634757610400244	0.796277778838921	80.9037013010469	raw_counts / DESeq2 median-of-ratios	0.384	0.449	81.351	94.518	81.351	94.518
MM_RS12235	-0.245928487421587	0.518214753193727	0.635094439906213	0.796282541067517	93.9019695019171	raw_counts / DESeq2 median-of-ratios	0.347	0.282	73.133	59.893	73.133	59.893
MM_RS13095	0.197807690626625	0.418399090888925	0.636375314186988	0.797470322967028	201.528394984272	raw_counts / DESeq2 median-of-ratios	0.616	0.669	130.478	142.51	130.478	142.51
MM_RS03180	-0.210136830179605	0.444917362787364	0.636708885199669	0.797470374286228	117.729362940538	raw_counts / DESeq2 median-of-ratios	0.252	0.203	53.679	43.281	53.679	43.281
MM_RS17370	-0.295813113141369	0.628999768625771	0.638146918864817	0.797924051176686	51.4465444051447	raw_counts / DESeq2 median-of-ratios	0.514	0.428	108.421	89.481	108.421	89.481
MM_RS16375	0.284850412261909	0.60568240947116	0.638143085693575	0.797924051176686	60.90041489836	raw_counts / DESeq2 median-of-ratios	0.071	0.083	14.894	17.639	14.894	17.639
MM_RS11335	0.23918247318962	0.508041833724827	0.637788656375115	0.797924051176686	83.0442583288695	raw_counts / DESeq2 median-of-ratios	0.302	0.334	63.709	71.36	63.709	71.36
MM_RS08575	0.230214698857091	0.489892864148964	0.638405984902133	0.797924051176686	74.7322593214438	raw_counts / DESeq2 median-of-ratios	0.07	0.076	14.813	16.29	14.813	16.29
MM_RS11870	0.238758558408483	0.509832773109203	0.639564639850774	0.798954573606688	68.5344915442712	raw_counts / DESeq2 median-of-ratios	0.094	0.103	20.153	21.984	20.153	21.984
MM_RS02045	-0.264016352591939	0.564717630329392	0.640128436024703	0.799241300540504	50.7807618664969	raw_counts / DESeq2 median-of-ratios	0.402	0.313	85.022	66.869	85.022	66.869
MM_RS14715	-0.177514419436603	0.381833088586895	0.642002664362229	0.80116303261487	688.301609205618	raw_counts / DESeq2 median-of-ratios	1.15	0.945	243.398	202.142	243.398	202.142
MM_RS01760	-0.298595701999014	0.643119957644144	0.642438275678841	0.801288428350605	103.466588321486	raw_counts / DESeq2 median-of-ratios	0.38	0.292	79.348	62.63	79.348	62.63
MM_RS18880	-0.321908598146007	0.696691580056561	0.644043145305879	0.802871303663377	33.0139345764717	raw_counts / DESeq2 median-of-ratios	3.467	2.639	745.108	557.093	745.108	557.093
MM_RS17380	0.33001811308744	0.719683949000457	0.646550324838219	0.804233194537757	31.9674420044124	raw_counts / DESeq2 median-of-ratios	0.176	0.211	37.814	44.444	37.814	44.444
MM_RS05980	-0.272131048412861	0.596128495436262	0.648032412204206	0.804233194537757	256.842810932693	raw_counts / DESeq2 median-of-ratios	1.009	0.84	217.439	175.25	217.439	175.25
MM_RS03155	-0.2591012739923	0.566771038987445	0.647560832753842	0.804233194537757	48.5335319852796	raw_counts / DESeq2 median-of-ratios	0.235	0.189	49.792	40.039	49.792	40.039
MM_RS05860	-0.257283005426502	0.563132848909174	0.647758743223736	0.804233194537757	52.7651738316021	raw_counts / DESeq2 median-of-ratios	0.096	0.073	20.377	15.665	20.377	15.665
MM_RS06940	-0.217394196852075	0.475777090371112	0.647725332014263	0.804233194537757	236.981308776353	raw_counts / DESeq2 median-of-ratios	0.109	0.084	23.048	18.207	23.048	18.207
MM_RS09730	-0.214537903785451	0.470152175926005	0.648162846455147	0.804233194537757	154.991883029524	raw_counts / DESeq2 median-of-ratios	0.356	0.293	76.301	61.972	76.301	61.972
MM_RS16170	-0.208332787847055	0.453486180124641	0.645944990270525	0.804233194537757	361.448056726172	raw_counts / DESeq2 median-of-ratios	2.373	1.807	501.497	391.646	501.497	391.646
MM_RS07150	-0.187997533112719	0.410034176161859	0.646598757139653	0.804233194537757	970.382394175037	raw_counts / DESeq2 median-of-ratios	1.234	0.946	261.793	204.911	261.793	204.911
MM_RS03475	0.181266195579118	0.395389900559523	0.646629729549697	0.804233194537757	322.802783085285	raw_counts / DESeq2 median-of-ratios	1.895	1.983	404.673	423.132	404.673	423.132
MM_RS12915	-0.311844452641028	0.686888925981813	0.649832095809424	0.80551180993834	41.8208048206081	raw_counts / DESeq2 median-of-ratios	0.342	0.229	72.388	50.524	72.388	50.524
MM_RS14760	-0.267223123881573	0.589273697638982	0.650204012204516	0.80551180993834	102.013119685376	raw_counts / DESeq2 median-of-ratios	0.875	0.709	188.234	148.837	188.234	148.837
MM_RS04945	0.218909987868179	0.482430715887777	0.649998254822315	0.80551180993834	87.9532450458535	raw_counts / DESeq2 median-of-ratios	0.132	0.145	27.886	30.889	27.886	30.889
MM_RS06070	-0.377608005131436	0.835789109046769	0.65141437510984	0.806593356233883	39.113181794185	raw_counts / DESeq2 median-of-ratios	0.635	0.441	137.873	93.83	137.873	93.83
MM_RS12640	-0.209027532729345	0.463522998713482	0.652022730286486	0.806928751612313	137.66667679499	raw_counts / DESeq2 median-of-ratios	1.021	0.803	215.82	172.628	215.82	172.628
MM_RS12220	-0.218648083557687	0.487023055985268	0.653469084875431	0.808300352786941	75.6136790153241	raw_counts / DESeq2 median-of-ratios	0.614	0.493	130.805	105.049	130.805	105.049
MM_RS00715	0.170452734657078	0.380506092866443	0.654179740887826	0.80876099300041	3662.22617841206	raw_counts / DESeq2 median-of-ratios	2136.445	2176.996	456887.3	465886.055	456887.3	465886.055
MM_RS14275	0.235651838310154	0.527015453865457	0.65477103659472	0.809073668474406	119.823613941789	raw_counts / DESeq2 median-of-ratios	0.091	0.095	19.137	20.555	19.137	20.555
MM_RS13355	1.40331341964417	3.17241818628132	0.658237269398987	0.811531938472396	69.476910893901	raw_counts / DESeq2 median-of-ratios	0.063	0.106	13.326	24.906	13.326	24.906
MM_RS13220	0.341828531249375	0.772354150532048	0.658069524299998	0.811531938472396	35.6279502993977	raw_counts / DESeq2 median-of-ratios	0.066	0.085	13.811	17.827	13.811	17.827
MM_RS15955	0.250753048935232	0.56725841598663	0.658457532679401	0.811531938472396	188.005923922159	raw_counts / DESeq2 median-of-ratios	0.457	0.55	98.033	114.738	98.033	114.738
MM_RS04060	0.210957363442087	0.476792912400793	0.65816308933063	0.811531938472396	148.186196413884	raw_counts / DESeq2 median-of-ratios	0.113	0.115	23.983	24.903	23.983	24.903
MM_RS11185	0.206954030951942	0.468119915737913	0.658419601718025	0.811531938472396	743.685602647494	raw_counts / DESeq2 median-of-ratios	401.835	455.637	86137.044	95741.758	86137.044	95741.758
MM_RS12040	-0.286884956125157	0.651153889274492	0.65951755642499	0.812419617419964	37.4198253014784	raw_counts / DESeq2 median-of-ratios	0.396	0.307	84.902	64.936	84.902	64.936
MM_RS06800	0.190483479883	0.434028954253468	0.660753744164269	0.813523276156934	149.967249704257	raw_counts / DESeq2 median-of-ratios	0.278	0.293	58.891	62.78	58.891	62.78
MM_RS10000	0.251003679622516	0.576694502666283	0.663384248832412	0.81508311354486	48.1698643863809	raw_counts / DESeq2 median-of-ratios	0.033	0.038	7.072	7.944	7.072	7.944
MM_RS14395	0.238454162771028	0.547376282699464	0.663104362122487	0.81508311354486	54.7274855132582	raw_counts / DESeq2 median-of-ratios	1.427	1.624	302.254	343.778	302.254	343.778
MM_RS13565	-0.19792892075165	0.454018947651471	0.662874028887475	0.81508311354486	269.895259794483	raw_counts / DESeq2 median-of-ratios	0.864	0.757	183.194	159.111	183.194	159.111
MM_RS01850	0.164769316686788	0.377419309043315	0.66242443612713	0.81508311354486	375.76333285651	raw_counts / DESeq2 median-of-ratios	21.667	23.058	4606.339	4897.495	4606.339	4897.495
MM_RS12340	-0.192328447301192	0.444459762617455	0.665215224988487	0.816912995864136	127.128553334332	raw_counts / DESeq2 median-of-ratios	0.106	0.087	22.605	18.557	22.605	18.557
MM_RS01490	0.262321578012891	0.610355410391787	0.667352071540234	0.817614508220565	37.0885766035269	raw_counts / DESeq2 median-of-ratios	0.436	0.483	93.174	103.034	93.174	103.034
MM_RS10740	0.221227452076563	0.512861194013163	0.666207129504301	0.817614508220565	182.815808239387	raw_counts / DESeq2 median-of-ratios	0.112	0.109	23.922	23.763	23.922	23.763
MM_RS07895	0.202756836735821	0.47114951579598	0.666944699956611	0.817614508220565	277.885414607499	raw_counts / DESeq2 median-of-ratios	0.172	0.183	36.204	39.269	36.204	39.269
MM_RS07305	-0.199276193651564	0.463878768760149	0.667496244268734	0.817614508220565	107.055988052175	raw_counts / DESeq2 median-of-ratios	0.21	0.164	44.778	35.252	44.778	35.252
MM_RS05755	-0.184185404864898	0.42768818285115	0.666720347917445	0.817614508220565	152.8011631621	raw_counts / DESeq2 median-of-ratios	0.297	0.236	63.144	50.67	63.144	50.67
MM_RS00840	0.279787563985926	0.661946536815646	0.672533156995144	0.820435760274476	32.9234340826866	raw_counts / DESeq2 median-of-ratios	0.025	0.03	5.325	6.225	5.325	6.225
MM_RS06345	0.260180684990232	0.616660794926801	0.673084402739881	0.820435760274476	45.1212515353611	raw_counts / DESeq2 median-of-ratios	0.567	0.588	121.417	127.452	121.417	127.452
MM_RS08425	-0.251965763338996	0.597399646838014	0.673192276580783	0.820435760274476	46.418988817656	raw_counts / DESeq2 median-of-ratios	0.047	0.034	9.949	7.383	9.949	7.383
MM_RS08150	-0.246503263776037	0.582325497941056	0.672070280251573	0.820435760274476	56.4371370960494	raw_counts / DESeq2 median-of-ratios	0.123	0.103	26.309	21.534	26.309	21.534
MM_RS09430	0.243472984150739	0.574946808095729	0.671952053114002	0.820435760274476	76.0950984682653	raw_counts / DESeq2 median-of-ratios	0.216	0.231	45.333	49.887	45.333	49.887
MM_RS14800	-0.239145776839387	0.567075072406731	0.6732308497108	0.820435760274476	47.6295282816925	raw_counts / DESeq2 median-of-ratios	0.042	0.034	8.937	7.14	8.937	7.14
MM_RS11890	-0.235624635649727	0.554099688444546	0.670662669275615	0.820435760274476	47.5793175021492	raw_counts / DESeq2 median-of-ratios	0.041	0.032	8.665	6.878	8.665	6.878
MM_RS14235	0.219262282941853	0.515595238427106	0.670646793400728	0.820435760274476	66.1424939403983	raw_counts / DESeq2 median-of-ratios	0.039	0.041	8.36	8.918	8.36	8.918
MM_RS14105	-0.177441608499009	0.420516476881346	0.673053388034777	0.820435760274476	388.688377405218	raw_counts / DESeq2 median-of-ratios	0.327	0.286	69.257	60.282	69.257	60.282
MM_RS00705	0.173154940261613	0.409796533893922	0.672631778230113	0.820435760274476	124000.96364409	raw_counts / DESeq2 median-of-ratios	70130.708	69857.17	14837761.958	15109406.931	14837761.958	15109406.931
MM_RS06315	0.261488265912731	0.62341193126642	0.67488947925919	0.822038076876579	206.90060450525	raw_counts / DESeq2 median-of-ratios	0.449	0.484	93.65	104.907	93.65	104.907
MM_RS10035	-0.264164216732119	0.633624153972273	0.676744272653726	0.823128394118584	126.443204210382	raw_counts / DESeq2 median-of-ratios	0.453	0.376	97.574	78.567	97.574	78.567
MM_RS00305	0.227285430192526	0.545297487199024	0.676817408129292	0.823128394118584	60.2847466505666	raw_counts / DESeq2 median-of-ratios	0.323	0.358	69.174	75.842	69.174	75.842
MM_RS06845	0.185809567817721	0.445003857483128	0.676279106396387	0.823128394118584	292.983124446053	raw_counts / DESeq2 median-of-ratios	0.351	0.363	74.047	78.183	74.047	78.183
MM_RS05235	0.279374404350224	0.675472367888239	0.679168121861636	0.824557146873979	187.834716768476	raw_counts / DESeq2 median-of-ratios	0.674	0.659	141.257	146.351	141.257	146.351
MM_RS09565	-0.236275684635191	0.570238359604786	0.678621113596802	0.824557146873979	127.684102776002	raw_counts / DESeq2 median-of-ratios	0.512	0.385	107.499	83.545	107.499	83.545
MM_RS14540	0.221673638856425	0.536323528765312	0.67937163502373	0.824557146873979	146.226386253247	raw_counts / DESeq2 median-of-ratios	0.435	0.489	93.395	102.936	93.395	102.936
MM_RS12315	-0.19047975691857	0.460457146612306	0.679111904843489	0.824557146873979	294.354653522287	raw_counts / DESeq2 median-of-ratios	1.573	1.352	331.638	286.29	331.638	286.29
MM_RS05850	0.230428103845307	0.560010699865228	0.680727278643911	0.824946235802125	47.0452572783616	raw_counts / DESeq2 median-of-ratios	0.06	0.066	12.842	13.974	12.842	13.974
MM_RS05055	0.21632860149931	0.525391140396029	0.680524347855092	0.824946235802125	107.197679372279	raw_counts / DESeq2 median-of-ratios	0.238	0.24	50.344	52.271	50.344	52.271
MM_RS03325	-0.204471253832616	0.495970680873894	0.680145345448294	0.824946235802125	82.0383740673417	raw_counts / DESeq2 median-of-ratios	0.448	0.374	95.59	79.107	95.59	79.107
MM_RS07260	-0.258904084916842	0.63052418221562	0.681353237143903	0.825286519762448	174.178111684619	raw_counts / DESeq2 median-of-ratios	0.692	0.509	144.646	110.917	144.646	110.917
MM_RS12610	-0.167070052188131	0.410541258908191	0.684044198477423	0.827707327206235	293.200040760623	raw_counts / DESeq2 median-of-ratios	0.752	0.653	160.102	137.788	160.102	137.788
MM_RS03075	0.159094129658778	0.390594401903195	0.683778206143963	0.827707327206235	617.776163740769	raw_counts / DESeq2 median-of-ratios	1.024	1.047	216.692	224.683	216.692	224.683
MM_RS15810	-0.251034015383106	0.620065787151196	0.685587320991983	0.82872594705966	39.893002246422	raw_counts / DESeq2 median-of-ratios	0.168	0.123	35.827	26.694	35.827	26.694
MM_RS13055	0.24758637164202	0.614370593974547	0.686954184885697	0.82872594705966	76.1127915785406	raw_counts / DESeq2 median-of-ratios	0.119	0.147	25.251	30.629	25.251	30.629
MM_RS15585	0.21427437973813	0.530973992567576	0.686543902193966	0.82872594705966	58.8660954968513	raw_counts / DESeq2 median-of-ratios	0.107	0.114	22.667	24.49	22.667	24.49
MM_RS08080	-0.188475202721752	0.466555359104733	0.686233465019976	0.82872594705966	114.703725156846	raw_counts / DESeq2 median-of-ratios	0.248	0.212	52.57	44.75	52.57	44.75
MM_RS05570	0.187708909151838	0.46580628178822	0.686965632401609	0.82872594705966	90.29241921613	raw_counts / DESeq2 median-of-ratios	0.056	0.059	11.899	12.603	11.899	12.603
MM_RS04095	-0.185980315332288	0.460605951289424	0.686379543370389	0.82872594705966	463.869686516043	raw_counts / DESeq2 median-of-ratios	2.271	1.84	487.754	391.433	487.754	391.433
MM_RS01255	0.257333783860325	0.639650767567206	0.687460631634626	0.828904876570041	45.6232685478991	raw_counts / DESeq2 median-of-ratios	1.177	1.434	248.605	300.091	248.605	300.091
MM_RS10560	0.271056233284799	0.675257003927869	0.688116849873881	0.82927791736313	65.960842211862	raw_counts / DESeq2 median-of-ratios	0.292	0.333	60.878	71.276	60.878	71.276
MM_RS04895	-0.268118137158695	0.669298331339077	0.68871769804058	0.829583887161223	94762.6474613999	raw_counts / DESeq2 median-of-ratios	2730.103	2015.963	567691.255	439061.09	567691.255	439061.09
MM_RS07415	-0.198807465183167	0.498037520484021	0.689759324657807	0.8304202141273	73.3595078183252	raw_counts / DESeq2 median-of-ratios	0.113	0.094	24.16	19.908	24.16	19.908
MM_RS02440	0.250804161183005	0.629564337689153	0.690352064538171	0.830715544192636	34.796310537267	raw_counts / DESeq2 median-of-ratios	0.112	0.126	23.611	26.85	23.611	26.85
