gene_id	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS00080	-1.30800297142956	0.0280165789625589	0.134254628386277	265.173844122179	raw_counts / DESeq2 median-of-ratios (via riborex)	7.095	2.658	67.158	41.147	1513.695	567.825	3851.906	1885.392	1513.695	567.825	3851.906	1885.392
MM_RS07955	-1.95177490106365	0.0282112934547568	0.134941451024028	2181.71623293715	raw_counts / DESeq2 median-of-ratios (via riborex)	2.232	1.308	25.178	13.997	476.942	283.367	1626.738	610.083	476.942	283.367	1626.738	610.083
MM_RS05995	-1.8223529424612	0.028670277832597	0.136887544706181	1132.12751985193	raw_counts / DESeq2 median-of-ratios (via riborex)	0.605	0.367	10.256	5.539	130.304	78.268	635.169	248.298	130.304	78.268	635.169	248.298
MM_RS12455	1.237184365837	0.0288890569178799	0.137608488608783	588.965844044326	raw_counts / DESeq2 median-of-ratios (via riborex)	4.059	6.634	59.614	250.499	864.276	1420.9	3602.101	11241.156	864.276	1420.9	3602.101	11241.156
MM_RS07620	-1.10906666530775	0.0289260798598812	0.137608488608783	1189.42770990414	raw_counts / DESeq2 median-of-ratios (via riborex)	2.235	1.765	26.395	19.494	476.305	373.178	1532.113	862.431	476.305	373.178	1532.113	862.431
MM_RS18285	1.68524937479482	0.0290295264604219	0.137638026761144	110.568754928023	raw_counts / DESeq2 median-of-ratios (via riborex)	2.754	6.013	11.106	67.621	583.722	1277.105	690.463	3117.615	583.722	1277.105	690.463	3117.615
MM_RS06355	-1.41580973397861	0.0290371160798454	0.137638026761144	705.198147755712	raw_counts / DESeq2 median-of-ratios (via riborex)	0.437	0.261	5.123	3.547	93.351	55.666	313.033	157.207	93.351	55.666	313.033	157.207
MM_RS13335	-8.55583586716919	0.0291528770996768	0.137937757231984	2217.94418133238	raw_counts / DESeq2 median-of-ratios (via riborex)	9.215	0.021	65.53	0.203	1888.479	4.535	3495.916	9.299	1888.479	4.535	3495.916	9.299
MM_RS00990	-1.26750779785925	0.029398033263963	0.138847545595624	1155.75388030847	raw_counts / DESeq2 median-of-ratios (via riborex)	0.24	0.095	1.516	1.139	51.232	20.297	91.976	50.639	51.232	20.297	91.976	50.639
MM_RS11405	-1.67958761283051	0.0294964856649647	0.138957896067403	57.7972112354027	raw_counts / DESeq2 median-of-ratios (via riborex)	0.093	0.028	0.502	0.242	19.84	5.809	28.632	10.608	19.84	5.809	28.632	10.608
MM_RS04770	-1.41800259116444	0.0295272300097527	0.138957896067403	222.675790119595	raw_counts / DESeq2 median-of-ratios (via riborex)	0.464	0.253	4.273	2.947	98.662	54.44	260.43	129.103	98.662	54.44	260.43	129.103
MM_RS03930	2.7267102957294	0.0298440898361933	0.139947464124721	83.4929284789298	raw_counts / DESeq2 median-of-ratios (via riborex)	0.094	0.375	0.646	7.257	20.379	79.642	38.563	339.348	20.379	79.642	38.563	339.348
MM_RS05375	-2.20327321700881	0.02984188849657	0.139947464124721	710.48187768158	raw_counts / DESeq2 median-of-ratios (via riborex)	0.435	0.071	3.582	1.089	90.721	15.387	200.054	49.334	90.721	15.387	200.054	49.334
MM_RS02630	-1.62504882922299	0.0299631074110351	0.140255115973936	585.542827132184	raw_counts / DESeq2 median-of-ratios (via riborex)	0.389	0.469	5.605	3.587	82.264	100.505	351.566	161.281	82.264	100.505	351.566	161.281
MM_RS07120	-1.15243976089806	0.0301251254494032	0.14076259685077	518.339124026954	raw_counts / DESeq2 median-of-ratios (via riborex)	0.818	0.323	3.282	2.381	173.117	67.639	191.483	106.714	173.117	67.639	191.483	106.714
MM_RS02640	-1.4928453260961	0.0308266994961626	0.143784925181035	261.424880093198	raw_counts / DESeq2 median-of-ratios (via riborex)	0.228	0.172	8.758	5.779	48.474	36.433	538.635	265.883	48.474	36.433	538.635	265.883
MM_RS08520	1.68791217028159	0.0310100828319301	0.144383825384129	64.683315666972	raw_counts / DESeq2 median-of-ratios (via riborex)	0.03	0.071	0.198	1.01	6.294	15.188	11.429	43.846	6.294	15.188	11.429	43.846
MM_RS11370	-1.12765600888738	0.0311038577301067	0.144564124600461	345.538725083491	raw_counts / DESeq2 median-of-ratios (via riborex)	0.118	0.062	0.924	0.682	25.178	13.044	53.886	30.425	25.178	13.044	53.886	30.425
MM_RS07460	1.70644173566576	0.031380994122555	0.145594506300052	319.987489369197	raw_counts / DESeq2 median-of-ratios (via riborex)	0.231	0.821	1.564	7.785	48.525	177.743	89.376	339.61	48.525	177.743	89.376	339.61
MM_RS05970	-1.15503407604938	0.0314861584351302	0.145824783158116	442.847136296917	raw_counts / DESeq2 median-of-ratios (via riborex)	0.729	0.308	4.041	2.786	154.963	65.771	232.555	127.363	154.963	65.771	232.555	127.363
MM_RS08310	1.54396233792489	0.0317372755344249	0.146471152114938	129.799281581307	raw_counts / DESeq2 median-of-ratios (via riborex)	0.109	0.21	2.506	11.694	22.99	44.418	145.797	523.597	22.99	44.418	145.797	523.597
MM_RS14255	1.43304140036601	0.0317133613491182	0.146471152114938	92.9689097574494	raw_counts / DESeq2 median-of-ratios (via riborex)	0.087	0.117	0.348	1.666	18.481	25.319	21.004	73.52	18.481	25.319	21.004	73.52
MM_RS03040	-3.18359190251109	0.0318953886347807	0.146685272425454	80.8711672949003	raw_counts / DESeq2 median-of-ratios (via riborex)	0.062	0.026	4.105	0.539	12.929	5.535	220.656	25.949	12.929	5.535	220.656	25.949
MM_RS18385	2.28133616082552	0.031863507505083	0.146685272425454	56.0064908231245	raw_counts / DESeq2 median-of-ratios (via riborex)	0.674	1.976	10.99	79.605	140.472	436.505	625.798	3658.189	140.472	436.505	625.798	3658.189
MM_RS02710	-1.89935014116124	0.0324598880839039	0.148923482616922	90.295720491719	raw_counts / DESeq2 median-of-ratios (via riborex)	0.436	0.113	2.51	1.128	91.296	23.329	149.1	51.528	91.296	23.329	149.1	51.528
MM_RS07330	-1.26094474134458	0.0324954895428395	0.148923482616922	431.74892466497	raw_counts / DESeq2 median-of-ratios (via riborex)	0.349	0.223	5.877	4.2	74.535	48.022	349.438	185.367	74.535	48.022	349.438	185.367
MM_RS02595	1.37014438681882	0.0326100730571619	0.149188243637817	92.816074271311	raw_counts / DESeq2 median-of-ratios (via riborex)	0.623	0.528	2.204	9.442	132.604	114.447	129.48	413.956	132.604	114.447	129.48	413.956
MM_RS10970	-2.18833569900812	0.032815833956025	0.149868486901777	3200.54022299079	raw_counts / DESeq2 median-of-ratios (via riborex)	5.243	2.615	90.727	45.776	1109.552	586.146	6016.322	1975.837	1109.552	586.146	6016.322	1975.837
MM_RS13340	-8.87475467463926	0.0329499124276847	0.15021956603316	9084.29019599473	raw_counts / DESeq2 median-of-ratios (via riborex)	6.352	0.012	44.136	0.112	1301.84	2.575	2352.264	5.032	1301.84	2.575	2352.264	5.032
MM_RS06635	1.71554390725374	0.0331232693766096	0.150748189571884	186.290483150124	raw_counts / DESeq2 median-of-ratios (via riborex)	0.304	0.67	1.728	10.004	65.489	141.908	103.835	440.554	65.489	141.908	103.835	440.554
MM_RS07030	-1.73893639398218	0.0336260670081123	0.152507861767363	2330.22443688183	raw_counts / DESeq2 median-of-ratios (via riborex)	35.294	10.109	350.789	219.083	7512.803	2161.146	22380.321	9512.125	7512.803	2161.146	22380.321	9512.125
MM_RS10525	1.32547173974059	0.0336259694927934	0.152507861767363	557.618830129082	raw_counts / DESeq2 median-of-ratios (via riborex)	0.138	0.222	0.815	3.462	29.519	47.763	48.242	150.634	29.519	47.763	48.242	150.634
MM_RS07095	1.9043822874965	0.0337953771589572	0.153011483481761	360.069114748121	raw_counts / DESeq2 median-of-ratios (via riborex)	1.216	3.162	15.631	98.063	254.573	696.204	919.657	4174.787	254.573	696.204	919.657	4174.787
MM_RS14615	-2.34064225928092	0.0339299946353326	0.153356567835428	182.033273521155	raw_counts / DESeq2 median-of-ratios (via riborex)	0.502	0.102	2.785	0.85	104.359	21.227	159.73	37.175	104.359	21.227	159.73	37.175
MM_RS05175	-1.96060582309868	0.0351941608670473	0.158797021369186	493.455145826806	raw_counts / DESeq2 median-of-ratios (via riborex)	0.567	0.248	8.706	4.915	120.24	53.353	567.68	215.522	120.24	53.353	567.68	215.522
MM_RS03490	-1.495192489936	0.03573855838679	0.160976765563826	237.99392301991	raw_counts / DESeq2 median-of-ratios (via riborex)	0.765	0.318	5.548	3.27	160.837	67.905	327.203	147.3	160.837	67.905	327.203	147.3
MM_RS18245	1.92731768202111	0.0359388664326537	0.161325578208801	64.2906419925843	raw_counts / DESeq2 median-of-ratios (via riborex)	3.995	15.749	4.058	30.506	842.024	3418.63	257.383	1357.317	842.024	3418.63	257.383	1357.317
MM_RS09055	-1.21528956210124	0.0359209957599865	0.161325578208801	238.296100963418	raw_counts / DESeq2 median-of-ratios (via riborex)	0.423	0.173	2.577	1.961	89.682	37.382	155.175	87.471	89.682	37.382	155.175	87.471
MM_RS04895	2.91540108663088	0.0362961970052286	0.161615039310535	114281.809924258	raw_counts / DESeq2 median-of-ratios (via riborex)	2730.103	2015.963	677.011	7584.745	567691.255	439061.09	38087.053	299799.359	567691.255	439061.09	38087.053	299799.359
MM_RS10475	-1.56940364012869	0.0362313690379608	0.161615039310535	87.537967663644	raw_counts / DESeq2 median-of-ratios (via riborex)	0.183	0.111	6.589	3.565	39.24	23.529	381.832	154.842	39.24	23.529	381.832	154.842
MM_RS13020	-1.56928124539466	0.0361999492869794	0.161615039310535	158.333632504912	raw_counts / DESeq2 median-of-ratios (via riborex)	0.07	0.055	2.897	1.682	14.772	11.787	173.444	77.157	14.772	11.787	173.444	77.157
MM_RS12030	-1.51179429208354	0.0361750071471806	0.161615039310535	288.159995972878	raw_counts / DESeq2 median-of-ratios (via riborex)	0.213	0.193	5.3	3.323	45.584	41.554	319.502	145.1	45.584	41.554	319.502	145.1
MM_RS12530	-1.44810044591225	0.0363110712845452	0.161615039310535	317.898712497523	raw_counts / DESeq2 median-of-ratios (via riborex)	0.162	0.085	1.734	1.146	34.081	18.374	104.985	50.641	34.081	18.374	104.985	50.641
MM_RS09320	1.7320487763319	0.0364327938106569	0.16188243070522	260.018073016322	raw_counts / DESeq2 median-of-ratios (via riborex)	0.478	1.527	5.421	26.092	102.436	328.703	304.385	1123.067	102.436	328.703	304.385	1123.067
MM_RS06040	2.10462820908665	0.0365052068813045	0.161930191334976	92.6554282883869	raw_counts / DESeq2 median-of-ratios (via riborex)	0.786	1.108	0.79	5.997	169.993	230.999	47.859	275.609	169.993	230.999	47.859	275.609
MM_RS08080	-1.44605223038355	0.036683617871002	0.162447184703628	588.577622293064	raw_counts / DESeq2 median-of-ratios (via riborex)	0.248	0.212	8.917	6.253	52.57	44.75	553.567	286.148	52.57	44.75	553.567	286.148
MM_RS07970	-1.69516704595533	0.0374351075952263	0.165217802596747	1854.48702118354	raw_counts / DESeq2 median-of-ratios (via riborex)	2.652	1.347	29.513	18.943	566.273	287.173	1886.974	848.22	566.273	287.173	1886.974	848.22
MM_RS08900	1.22405718939899	0.0374085029473571	0.165217802596747	147.598882955829	raw_counts / DESeq2 median-of-ratios (via riborex)	0.239	0.282	0.776	2.882	50.937	59.856	44.984	128.485	50.937	59.856	44.984	128.485
MM_RS18090	1.76328849632019	0.0379065058373873	0.165445586080885	124.2738737185	raw_counts / DESeq2 median-of-ratios (via riborex)	0.175	0.107	0.188	0.959	36.727	23.187	10.692	43.057	36.727	23.187	10.692	43.057
MM_RS10465	-1.46206012368264	0.0377672060248965	0.165445586080885	437.663783686091	raw_counts / DESeq2 median-of-ratios (via riborex)	0.249	0.186	5.17	3.642	53.008	40.101	322.202	163.506	53.008	40.101	322.202	163.506
MM_RS14460	-1.4354824277932	0.0376400240497482	0.165445586080885	228.461898568107	raw_counts / DESeq2 median-of-ratios (via riborex)	0.146	0.062	1.366	0.751	30.959	13.288	77.405	32.824	30.959	13.288	77.405	32.824
MM_RS14385	1.39721773201122	0.0378149672541222	0.165445586080885	789.128179220155	raw_counts / DESeq2 median-of-ratios (via riborex)	3.504	7.375	3.324	15.071	751.501	1636.346	197.985	662.628	751.501	1636.346	197.985	662.628
MM_RS15785	1.38207730341128	0.0378000247566311	0.165445586080885	95.3454019097201	raw_counts / DESeq2 median-of-ratios (via riborex)	0.111	0.172	0.771	3.401	23.437	36.902	45.894	155.415	23.437	36.902	45.894	155.415
MM_RS03435	-1.13668541974482	0.0377699882787939	0.165445586080885	350.017971997185	raw_counts / DESeq2 median-of-ratios (via riborex)	0.32	0.136	3.796	2.968	67.98	29.301	225.897	130.683	67.98	29.301	225.897	130.683
MM_RS16675	-1.11127015509808	0.0379907419675451	0.165445586080885	305.019909408957	raw_counts / DESeq2 median-of-ratios (via riborex)	0.099	0.051	1.276	0.968	21.069	10.952	74.923	43.716	21.069	10.952	74.923	43.716
MM_RS07135	1.05944445794171	0.0379849486155258	0.165445586080885	445.385713202297	raw_counts / DESeq2 median-of-ratios (via riborex)	0.239	0.397	1.524	5.111	50.63	85.042	88.809	228.222	50.63	85.042	88.809	228.222
MM_RS01435	1.41729825413191	0.038197979209598	0.165854495474825	137.429173260149	raw_counts / DESeq2 median-of-ratios (via riborex)	0.058	0.106	0.407	1.744	12.514	22.951	23.7	78.065	12.514	22.951	23.7	78.065
MM_RS01680	-1.39635132309846	0.0382740041006249	0.165854495474825	310.261546808911	raw_counts / DESeq2 median-of-ratios (via riborex)	0.241	0.18	6.499	4.527	50.941	38.172	396.635	203.114	50.941	38.172	396.635	203.114
MM_RS02210	-1.24189496697533	0.0382741143403442	0.165854495474825	206.695257481961	raw_counts / DESeq2 median-of-ratios (via riborex)	0.169	0.092	1.878	1.308	36.191	19.57	110.646	59.632	36.191	19.57	110.646	59.632
MM_RS06420	-1.45043198418113	0.0389596932919492	0.168547206894001	4747.39364485229	raw_counts / DESeq2 median-of-ratios (via riborex)	1.704	2.039	118.165	84.537	361.81	433.618	7363.35	3700.336	361.81	433.618	7363.35	3700.336
MM_RS10235	-1.41786515337381	0.0397073348633106	0.171217506323569	24817.2188649253	raw_counts / DESeq2 median-of-ratios (via riborex)	5.505	4.894	172.226	125.599	1166.578	1044.061	10738.971	5602.834	1166.578	1044.061	10738.971	5602.834
MM_RS05825	1.37213881619707	0.0396555151452849	0.171217506323569	155.026232546847	raw_counts / DESeq2 median-of-ratios (via riborex)	0.082	0.094	0.478	2.009	17.42	20.281	27.84	86.53	17.42	20.281	27.84	86.53
MM_RS10800	-1.2206964364656	0.0398812723772517	0.171685608627317	132.276206949144	raw_counts / DESeq2 median-of-ratios (via riborex)	0.231	0.201	2.394	1.771	49.043	43.996	142.731	78.654	49.043	43.996	142.731	78.654
MM_RS07520	1.57182653807347	0.0405101730070386	0.174107552072804	8304.73704044922	raw_counts / DESeq2 median-of-ratios (via riborex)	41.989	65.072	27.455	155.855	8988.618	14041.879	1707.797	7295.14	8988.618	14041.879	1707.797	7295.14
MM_RS13345	-8.45839034814625	0.0408637381038252	0.175340157288636	1174.85623398282	raw_counts / DESeq2 median-of-ratios (via riborex)	11.352	0.034	168.714	0.586	2326.452	7.5	8993.823	24.304	2326.452	7.5	8993.823	24.304
MM_RS11545	-1.33646108351585	0.0410428488615308	0.175821404747765	126.611891424744	raw_counts / DESeq2 median-of-ratios (via riborex)	0.151	0.07	1.385	0.966	31.848	15.175	83.469	43.698	31.848	15.175	83.469	43.698
MM_RS03115	-1.26651253625736	0.0413582884296027	0.176884145628887	543.893436707722	raw_counts / DESeq2 median-of-ratios (via riborex)	4.017	1.715	6.735	4.564	860.523	356.022	395.446	208.275	860.523	356.022	395.446	208.275
MM_RS14480	1.43571797151705	0.0414479232103464	0.176979262358325	140.39111780388	raw_counts / DESeq2 median-of-ratios (via riborex)	0.184	0.281	0.707	3.292	38.846	59.953	42.413	152.378	38.846	59.953	42.413	152.378
MM_RS12290	-1.39044629153039	0.0418023843316377	0.178203021517663	464.363763721799	raw_counts / DESeq2 median-of-ratios (via riborex)	0.463	0.259	5.921	3.4	97.55	55.642	338.779	156.471	97.55	55.642	338.779	156.471
MM_RS05260	-1.82394200644122	0.0420246689992794	0.178282359922629	4583.98340604637	raw_counts / DESeq2 median-of-ratios (via riborex)	8.751	3.268	153.287	84.908	1855.771	688.075	9668.016	4121.695	1855.771	688.075	9668.016	4121.695
MM_RS10650	-1.49127213647821	0.042008448923954	0.178282359922629	360.942104856437	raw_counts / DESeq2 median-of-ratios (via riborex)	0.397	0.147	4.775	2.593	83.563	31.89	273.714	116.532	83.563	31.89	273.714	116.532
MM_RS00640	-1.12966969168506	0.0419737002081985	0.178282359922629	854.801246983667	raw_counts / DESeq2 median-of-ratios (via riborex)	0.855	0.359	4.968	3.8	181.996	76.332	292.56	165.086	181.996	76.332	292.56	165.086
MM_RS14395	1.75691906987688	0.0423497552599139	0.179326472363746	69.1808613003737	raw_counts / DESeq2 median-of-ratios (via riborex)	1.427	1.624	1.953	10.714	302.254	343.778	112.906	448.653	302.254	343.778	112.906	448.653
MM_RS12385	1.53638611773255	0.0424073645612667	0.179326472363746	775.591234019308	raw_counts / DESeq2 median-of-ratios (via riborex)	0.314	0.933	2.517	13.203	65.981	197.396	153.206	605.857	65.981	197.396	153.206	605.857
MM_RS02070	-1.42117725693651	0.0425309706143996	0.179560014201629	296.728229787839	raw_counts / DESeq2 median-of-ratios (via riborex)	0.112	0.151	1.3	0.924	23.938	32.955	80.377	41.121	23.938	32.955	80.377	41.121
MM_RS05355	-1.29114136384631	0.0428080531649449	0.180439723292368	470.784121111813	raw_counts / DESeq2 median-of-ratios (via riborex)	0.635	0.227	3.489	2.645	134.892	48.884	213.211	115.722	134.892	48.884	213.211	115.722
MM_RS02570	1.45133292991024	0.0432610799491468	0.181765753514335	208.969843212897	raw_counts / DESeq2 median-of-ratios (via riborex)	0.114	0.23	1.24	5.417	24.46	49.152	72.298	248.446	24.46	49.152	72.298	248.446
MM_RS03365	1.12177226877518	0.0432018799960711	0.181765753514335	336.304910223328	raw_counts / DESeq2 median-of-ratios (via riborex)	0.275	0.874	2.645	9.357	58.66	189.829	154.508	412.936	58.66	189.829	154.508	412.936
MM_RS12755	-1.82741243981322	0.0433542385561388	0.181866182824953	8302.79126340171	raw_counts / DESeq2 median-of-ratios (via riborex)	3.082	2.463	59.27	36.582	653.966	531.614	3872.619	1652.182	653.966	531.614	3872.619	1652.182
MM_RS13635	1.67079638093134	0.0438850426917154	0.18335567190318	190.415527119645	raw_counts / DESeq2 median-of-ratios (via riborex)	0.106	0.21	0.29	1.726	22.321	45.385	17.869	77.608	22.321	45.385	17.869	77.608
MM_RS15490	-1.27388870974018	0.0437901960470026	0.18335567190318	117.337376173013	raw_counts / DESeq2 median-of-ratios (via riborex)	0.133	0.061	0.999	0.713	28.366	13.088	59.607	31.795	28.366	13.088	59.607	31.795
MM_RS11510	-1.1342731386681	0.0439187805129855	0.18335567190318	291.700980581306	raw_counts / DESeq2 median-of-ratios (via riborex)	0.355	0.126	1.808	1.262	75.344	26.713	103.615	56.341	75.344	26.713	103.615	56.341
MM_RS08605	2.4150213025542	0.0440216637253552	0.183493474512353	93.2068532749802	raw_counts / DESeq2 median-of-ratios (via riborex)	0.42	1.294	2.213	17.171	91.287	280.574	124.777	769.115	91.287	280.574	124.777	769.115
MM_RS00005	-1.84060489880471	0.0444508274866075	0.184696001550366	5825.98897086191	raw_counts / DESeq2 median-of-ratios (via riborex)	2.751	1.856	41.386	24.722	590.114	397.382	2672.46	1092.444	590.114	397.382	2672.46	1092.444
MM_RS01255	1.51595513734256	0.0443846175029029	0.184696001550366	66.9617071353223	raw_counts / DESeq2 median-of-ratios (via riborex)	1.177	1.434	2.614	13.263	248.605	300.091	158.338	597.917	248.605	300.091	158.338	597.917
MM_RS05560	1.31418016200535	0.0445701721481301	0.18489932395101	195.333909925745	raw_counts / DESeq2 median-of-ratios (via riborex)	0.36	0.498	0.907	3.41	76.043	106.479	51.876	156.725	76.043	106.479	51.876	156.725
MM_RS06460	-1.50366041171771	0.0448006463075396	0.18556229842839	360.943890351996	raw_counts / DESeq2 median-of-ratios (via riborex)	0.159	0.132	3.824	2.684	33.703	28.284	240.479	120.179	33.703	28.284	240.479	120.179
MM_RS06050	-1.7864250279707	0.0449673646589017	0.185718857291675	162.738090171543	raw_counts / DESeq2 median-of-ratios (via riborex)	0.309	0.071	0.835	0.481	65.038	15.39	52.61	21.66	65.038	15.39	52.61	21.66
MM_RS02310	-1.3412026619575	0.0449798907987453	0.185718857291675	180.265396982699	raw_counts / DESeq2 median-of-ratios (via riborex)	0.069	0.033	1.385	0.978	14.631	6.888	83.389	42.347	14.631	6.888	83.389	42.347
